EmployeeID,Age,Gender,Department,JobRole,Education,EducationField,MaritalStatus,MonthlyIncome,DistanceFromHome,YearsAtCompany,TrainingHours,LastPromotionYears,PerformanceRating,WorkLifeBalance,OverTime,Attrition,MonthlySalary
19045,28,Female,R&D,Lab Technician,3,Technical Degree,Single,7111,48,6,30,9,3,3,No,No,7111
19046,50,Female,Sales,Account Manager,4,Human Resources,Married,4705,2,4,161,5,3,3,No,Yes,4705
19047,47,Male,R&D,R&D Manager,3,Technical Degree,Single,10296,41,1,62,4,4,3,No,No,10296
19048,22,Female,HR,HR Executive,4,Medical,Married,1500,28,2,189,7,3,2,No,No,1500
19049,33,Male,Sales,Sales Executive,3,Marketing,Single,6344,1,0,171,1,4,3,No,No,6344
19050,44,Female,R&D,R&D Manager,4,Other,Single,9057,6,4,88,3,3,3,No,No,9057
19051,34,Male,Sales,Sales Executive,3,Life Sciences,Married,8437,40,3,177,9,3,3,No,No,8437
19052,21,Male,Finance,Financial Analyst,4,Technical Degree,Married,3972,36,3,14,7,4,3,No,No,3972
19053,43,Female,Marketing,Marketing Manager,2,Technical Degree,Single,11528,1,3,4,10,4,2,No,No,11528
19054,33,Female,R&D,Research Scientist,3,Medical,Single,1500,49,6,198,8,4,3,No,No,1500
19055,26,Female,R&D,R&D Manager,2,Technical Degree,Married,5925,15,4,23,8,3,3,No,No,5925
19056,55,Female,R&D,R&D Manager,3,Other,Married,8798,1,4,52,8,4,3,Yes,No,8798
19057,43,Male,IT,IT Manager,4,Human Resources,Married,9683,19,8,170,5,3,4,No,No,9683
19058,46,Female,Sales,Sales Executive,4,Other,Single,3323,25,3,25,3,3,2,No,No,3323
19059,56,Female,Marketing,Content Specialist,2,Medical,Married,6460,14,2,77,4,4,3,No,No,6460
19060,57,Male,R&D,Lab Technician,3,Technical Degree,Single,8409,22,7,187,9,3,3,Yes,No,8409
19061,49,Male,R&D,Lab Technician,4,Technical Degree,Married,5506,23,4,32,7,3,3,No,No,5506
19062,46,Male,Marketing,Marketing Executive,4,Marketing,Single,2436,7,2,90,1,4,1,No,No,2436
19063,58,Female,Marketing,Marketing Executive,2,Human Resources,Married,1500,34,3,59,10,4,3,No,No,1500
19064,34,Male,Finance,Financial Analyst,3,Human Resources,Married,4045,11,3,102,4,3,3,No,No,4045
19065,45,Male,Sales,Sales Executive,3,Other,Married,4349,16,5,165,0,2,3,No,No,4349
19066,20,Male,IT,System Admin,2,Technical Degree,Single,3730,47,3,126,4,4,3,No,No,3730
19067,23,Female,R&D,R&D Manager,4,Other,Married,11596,38,1,46,4,4,4,No,No,11596
19068,48,Female,R&D,Research Scientist,4,Marketing,Married,7673,9,4,32,1,4,3,No,No,7673
19069,20,Female,Sales,Sales Executive,3,Human Resources,Married,5144,4,3,198,3,3,3,No,No,5144
19070,41,Male,R&D,Research Scientist,3,Technical Degree,Married,5339,45,3,194,5,3,3,Yes,No,5339
19071,30,Male,IT,IT Manager,4,Life Sciences,Single,5519,40,0,172,4,4,4,No,No,5519
19072,29,Male,R&D,Lab Technician,3,Other,Single,7787,35,1,188,2,3,3,No,No,7787
19073,36,Female,Marketing,Marketing Executive,3,Life Sciences,Married,2767,23,4,25,5,3,3,Yes,No,2767
19074,55,Male,Sales,Sales Manager,4,Life Sciences,Married,3132,24,4,167,2,4,3,No,No,3132
19075,45,Male,Sales,Sales Executive,2,Other,Single,5923,4,3,74,8,3,3,No,No,5923
19076,40,Female,Finance,Accountant,4,Marketing,Married,1500,30,3,171,3,3,1,No,No,1500
19077,32,Male,Operations,Ops Executive,5,Life Sciences,Single,3578,40,2,45,8,5,3,No,No,3578
19078,28,Female,Marketing,Content Specialist,5,Marketing,Married,8692,32,1,198,4,4,3,No,No,8692
19079,30,Male,IT,Developer,3,Other,Single,8365,38,4,168,3,3,4,Yes,No,8365
19080,30,Female,Sales,Sales Executive,4,Other,Divorced,1500,34,3,37,4,1,3,No,Yes,1500
19081,25,Male,Marketing,Content Specialist,4,Technical Degree,Married,5668,34,5,69,6,5,4,No,No,5668
19082,20,Male,Operations,Logistics Manager,3,Marketing,Single,2032,31,2,74,10,3,3,No,Yes,2032
19083,25,Male,Sales,Account Manager,1,Technical Degree,Married,3710,31,2,143,9,3,3,No,Yes,3710
19084,32,Female,HR,HR Manager,3,Human Resources,Married,4111,32,0,13,0,3,3,No,No,4111
19085,41,Female,HR,HR Manager,4,Life Sciences,Married,7965,36,2,73,10,4,4,Yes,Yes,7965
19086,50,Male,R&D,R&D Manager,3,Technical Degree,Single,8805,22,3,6,8,3,4,Yes,No,8805
19087,41,Female,Marketing,Content Specialist,3,Life Sciences,Single,4461,19,3,196,7,3,2,No,No,4461
19088,56,Female,Sales,Account Manager,4,Marketing,Married,1500,45,3,130,4,3,2,No,No,1500
19089,46,Female,Finance,Financial Analyst,3,Marketing,Married,1500,35,4,77,2,5,3,No,No,1500
19090,33,Female,Sales,Sales Manager,2,Life Sciences,Single,9385,38,7,143,1,3,3,No,No,9385
19091,24,Male,R&D,Research Scientist,3,Life Sciences,Single,5138,42,2,159,1,2,3,Yes,No,5138
19092,55,Female,IT,IT Manager,4,Technical Degree,Married,5345,15,2,132,6,3,3,No,No,5345
19093,51,Male,Sales,Account Manager,4,Other,Single,2532,38,4,35,1,3,3,No,No,2532
19094,53,Male,R&D,R&D Manager,4,Technical Degree,Single,8732,8,6,67,1,2,3,No,No,8732
19095,26,Male,Marketing,Content Specialist,3,Medical,Single,7807,32,5,38,9,4,3,No,Yes,7807
19096,29,Female,IT,Developer,5,Other,Married,4683,36,0,164,4,2,3,No,Yes,4683
19097,36,Female,HR,HR Executive,3,Marketing,Single,3186,37,5,150,9,2,3,No,No,3186
19098,49,Female,Sales,Sales Manager,3,Other,Single,6520,30,4,24,8,4,4,No,No,6520
19099,40,Female,R&D,R&D Manager,4,Human Resources,Single,1500,48,1,127,9,3,2,No,Yes,1500
19100,32,Female,IT,IT Manager,4,Technical Degree,Married,7441,23,0,149,5,2,3,No,No,7441
19101,20,Male,Operations,Logistics Manager,4,Technical Degree,Married,5061,43,1,146,2,3,4,No,No,5061
19102,20,Male,Sales,Sales Executive,2,Other,Married,6527,7,0,190,8,3,4,No,No,6527
19103,52,Male,Finance,Financial Analyst,3,Other,Married,5868,22,3,167,2,4,4,No,No,5868
19104,57,Male,Sales,Sales Executive,1,Technical Degree,Married,8528,36,3,137,7,2,2,No,No,8528
19105,44,Male,Sales,Sales Executive,3,Technical Degree,Married,8719,39,3,160,5,3,3,No,No,8719
19106,45,Male,R&D,R&D Manager,3,Other,Married,9113,28,4,52,3,3,3,No,No,9113
19107,32,Female,Sales,Account Manager,4,Marketing,Single,6291,12,2,28,5,3,3,No,No,6291
19108,47,Female,Sales,Sales Manager,3,Technical Degree,Single,5754,3,3,46,3,4,4,No,No,5754
19109,52,Female,IT,System Admin,1,Life Sciences,Single,3964,45,4,97,7,3,2,Yes,No,3964
19110,56,Female,R&D,Lab Technician,3,Marketing,Married,4241,38,4,55,6,3,4,No,No,4241
19111,49,Male,IT,IT Manager,3,Technical Degree,Married,7047,44,1,104,10,3,4,No,No,7047
19112,27,Female,Finance,Finance Manager,4,Other,Single,6045,36,2,103,3,3,3,Yes,Yes,6045
19113,20,Male,IT,IT Manager,4,Marketing,Married,9645,21,2,31,4,4,4,Yes,No,9645
19114,31,Male,R&D,Lab Technician,5,Technical Degree,Married,5293,22,2,4,7,2,3,No,No,5293
19115,24,Female,R&D,R&D Manager,4,Life Sciences,Married,1682,23,5,166,7,4,3,No,No,1682
19116,43,Male,Finance,Financial Analyst,3,Life Sciences,Single,6439,7,2,57,1,4,3,No,Yes,6439
19117,25,Male,Sales,Account Manager,4,Technical Degree,Single,8779,7,6,153,9,3,3,No,No,8779
19118,44,Male,Operations,Ops Executive,3,Technical Degree,Single,7535,21,5,9,9,3,1,No,No,7535
19119,20,Female,R&D,Research Scientist,2,Marketing,Married,7416,44,1,21,5,4,4,No,No,7416
19120,44,Female,Sales,Sales Executive,2,Life Sciences,Single,9028,14,5,89,4,4,2,No,No,9028
19121,20,Male,Finance,Finance Manager,3,Life Sciences,Married,6628,42,4,196,10,4,3,No,No,6628
19122,51,Female,Marketing,Content Specialist,1,Technical Degree,Married,1500,7,6,13,9,2,3,No,No,1500
19123,22,Male,Sales,Sales Executive,4,Medical,Married,8526,5,1,109,9,3,4,No,No,8526
19124,38,Male,Sales,Sales Executive,3,Life Sciences,Married,6840,37,1,183,5,3,3,Yes,No,6840
19125,48,Male,Operations,Operations Manager,4,Technical Degree,Single,5621,19,4,106,8,4,3,No,No,5621
19126,21,Female,Sales,Account Manager,5,Marketing,Married,2324,25,2,118,4,3,3,No,No,2324
19127,28,Male,Sales,Sales Executive,5,Life Sciences,Married,3601,12,3,137,3,3,4,Yes,Yes,3601
19128,36,Female,R&D,Lab Technician,5,Other,Married,1500,9,3,184,8,3,4,Yes,No,1500
19129,55,Male,R&D,R&D Manager,4,Life Sciences,Married,4386,1,2,172,3,5,1,No,Yes,4386
19130,36,Male,HR,HR Executive,3,Medical,Married,4190,43,3,71,10,3,3,No,No,4190
19131,31,Female,R&D,Lab Technician,3,Technical Degree,Divorced,5625,29,1,25,7,3,3,No,No,5625
19132,39,Male,Operations,Operations Manager,4,Marketing,Married,10685,43,3,127,1,5,3,No,No,10685
19133,22,Male,IT,System Admin,4,Life Sciences,Married,8868,19,2,167,1,3,3,No,No,8868
19134,23,Male,Marketing,Marketing Executive,5,Other,Married,6102,15,3,108,2,3,3,No,No,6102
19135,36,Female,R&D,Lab Technician,4,Technical Degree,Married,3731,36,2,70,10,3,3,No,No,3731
19136,56,Female,Sales,Sales Executive,3,Technical Degree,Married,2545,18,2,34,4,4,3,No,No,2545
19137,34,Male,Marketing,Marketing Manager,5,Life Sciences,Single,9205,22,2,76,7,3,3,Yes,No,9205
19138,52,Male,Sales,Sales Executive,5,Other,Married,2149,22,1,5,9,4,4,No,No,2149
19139,35,Male,IT,Developer,3,Other,Single,2494,30,1,91,7,3,4,Yes,Yes,2494
19140,30,Male,Sales,Account Manager,4,Life Sciences,Single,13694,7,3,135,0,5,3,No,No,13694
19141,39,Female,IT,Developer,4,Other,Married,5404,48,8,129,2,4,3,No,No,5404
19142,57,Female,Marketing,Content Specialist,3,Human Resources,Single,12225,6,5,89,9,3,2,No,No,12225
19143,43,Female,R&D,R&D Manager,4,Other,Single,4937,13,4,189,5,4,3,No,No,4937
19144,35,Male,Sales,Sales Manager,2,Human Resources,Single,9741,14,4,73,8,5,2,No,No,9741
19145,49,Female,Sales,Account Manager,3,Marketing,Single,6802,2,3,160,7,5,4,Yes,Yes,6802
19146,53,Female,R&D,Research Scientist,3,Life Sciences,Single,3907,42,6,17,0,3,3,No,No,3907
19147,20,Female,Sales,Sales Manager,4,Life Sciences,Single,3320,16,6,41,1,3,3,Yes,No,3320
19148,43,Female,Finance,Finance Manager,2,Other,Married,1500,39,2,68,7,3,3,No,Yes,1500
19149,43,Female,R&D,Lab Technician,2,Human Resources,Married,3002,46,5,98,1,4,3,Yes,No,3002
19150,28,Female,R&D,R&D Manager,5,Life Sciences,Single,8059,33,2,132,2,2,2,No,No,8059
19151,41,Male,R&D,R&D Manager,3,Life Sciences,Married,5770,1,2,150,3,4,1,No,No,5770
19152,31,Female,R&D,Lab Technician,3,Technical Degree,Single,4286,30,3,193,10,3,3,Yes,No,4286
19153,36,Male,Sales,Sales Manager,4,Other,Single,5645,11,2,169,1,3,3,No,No,5645
19154,44,Female,IT,System Admin,3,Other,Divorced,8847,14,1,126,9,3,3,No,No,8847
19155,47,Female,Operations,Logistics Manager,4,Other,Single,1842,37,2,160,2,3,2,No,Yes,1842
19156,34,Female,R&D,R&D Manager,3,Life Sciences,Single,7026,37,5,174,4,2,3,No,No,7026
19157,49,Male,Sales,Sales Manager,4,Life Sciences,Single,1500,35,1,175,2,3,4,No,No,1500
19158,46,Male,IT,System Admin,3,Life Sciences,Divorced,1500,14,3,33,1,3,3,No,No,1500
19159,41,Male,Sales,Sales Manager,5,Technical Degree,Single,4142,48,3,24,2,3,3,No,No,4142
19160,29,Female,Sales,Sales Manager,3,Technical Degree,Single,4536,22,2,36,5,5,4,No,No,4536
19161,50,Female,Finance,Accountant,3,Technical Degree,Married,4999,31,2,128,2,3,3,No,No,4999
19162,46,Female,Sales,Sales Manager,5,Life Sciences,Single,5675,18,1,112,3,3,4,Yes,No,5675
19163,31,Male,Sales,Sales Executive,4,Technical Degree,Single,7561,10,0,13,4,3,4,No,No,7561
19164,50,Female,Marketing,Marketing Executive,4,Marketing,Single,3749,24,6,141,3,3,3,No,No,3749
19165,51,Female,R&D,R&D Manager,3,Medical,Married,1972,24,4,65,1,2,4,Yes,No,1972
19166,51,Male,Operations,Logistics Manager,3,Technical Degree,Married,9209,32,3,180,7,3,3,No,No,9209
19167,54,Female,Sales,Sales Manager,3,Life Sciences,Married,9775,37,2,112,1,3,3,Yes,No,9775
19168,40,Female,Operations,Operations Manager,3,Technical Degree,Single,6586,34,4,44,9,4,4,No,No,6586
19169,29,Female,R&D,Lab Technician,3,Technical Degree,Married,7348,10,2,53,6,4,3,No,Yes,7348
19170,35,Female,Sales,Sales Manager,5,Technical Degree,Married,8961,46,4,196,5,3,2,No,No,8961
19171,26,Male,IT,System Admin,3,Medical,Single,8991,14,5,144,7,2,4,Yes,No,8991
19172,23,Female,Operations,Ops Executive,3,Life Sciences,Married,2350,23,5,150,8,3,3,Yes,No,2350
19173,46,Female,Sales,Sales Manager,3,Human Resources,Married,5262,32,6,82,5,2,3,No,No,5262
19174,44,Female,IT,Developer,4,Technical Degree,Divorced,1500,47,3,192,1,5,4,No,No,1500
19175,50,Female,R&D,Lab Technician,3,Technical Degree,Married,6796,12,0,144,1,4,3,No,No,6796
19176,30,Female,IT,System Admin,3,Marketing,Married,7775,41,2,0,1,2,1,No,Yes,7775
19177,39,Male,IT,IT Manager,4,Marketing,Married,1853,24,5,19,8,3,3,No,No,1853
19178,55,Female,Sales,Account Manager,3,Technical Degree,Married,7951,34,0,104,1,4,3,No,No,7951
19179,36,Male,Sales,Sales Manager,3,Other,Married,8829,47,3,163,1,3,3,No,No,8829
19180,30,Male,R&D,Lab Technician,2,Technical Degree,Single,10471,20,3,192,2,3,3,No,No,10471
19181,49,Male,Marketing,Content Specialist,2,Life Sciences,Single,5517,29,0,197,6,3,2,No,No,5517
19182,54,Female,R&D,Research Scientist,2,Technical Degree,Married,7422,16,2,137,7,4,1,No,No,7422
19183,57,Female,Finance,Accountant,3,Technical Degree,Married,9955,40,1,90,9,3,3,No,No,9955
19184,41,Male,Sales,Account Manager,3,Technical Degree,Single,2445,50,1,108,8,3,3,No,No,2445
19185,46,Male,IT,Developer,1,Technical Degree,Married,5572,42,4,172,10,4,3,Yes,No,5572
19186,56,Female,Finance,Accountant,2,Life Sciences,Married,2125,9,6,132,9,3,3,No,No,2125
19187,54,Female,IT,Developer,2,Other,Single,6131,44,7,190,7,3,3,No,No,6131
19188,23,Female,Operations,Ops Executive,3,Medical,Married,5312,50,4,51,1,3,4,No,No,5312
19189,35,Male,Sales,Sales Executive,2,Life Sciences,Married,4075,3,3,115,9,3,1,No,No,4075
19190,35,Male,R&D,Research Scientist,2,Life Sciences,Single,7845,10,3,18,1,3,2,No,No,7845
19191,40,Male,Marketing,Content Specialist,5,Life Sciences,Single,3715,40,3,46,4,3,3,No,No,3715
19192,45,Male,Sales,Account Manager,3,Life Sciences,Married,4803,1,2,59,5,4,4,No,No,4803
19193,55,Male,IT,Developer,4,Life Sciences,Married,9351,7,2,105,0,3,2,No,No,9351
19194,38,Male,IT,IT Manager,4,Life Sciences,Married,12055,31,1,64,1,3,3,Yes,No,12055
19195,36,Male,Finance,Financial Analyst,4,Life Sciences,Single,10294,41,3,13,4,3,3,No,No,10294
19196,45,Male,Sales,Account Manager,4,Marketing,Single,6788,13,3,97,4,3,3,No,No,6788
19197,41,Female,Sales,Sales Executive,4,Other,Married,8202,22,3,87,7,3,3,No,No,8202
19198,47,Male,Finance,Financial Analyst,4,Technical Degree,Married,6882,16,3,10,0,3,3,No,No,6882
19199,20,Male,Sales,Sales Manager,5,Technical Degree,Married,1500,22,3,161,6,3,3,No,No,1500
19200,55,Female,Finance,Accountant,2,Life Sciences,Single,1500,6,1,141,5,4,3,Yes,No,1500
19201,56,Female,R&D,Research Scientist,3,Life Sciences,Married,5146,46,1,79,0,2,3,No,No,5146
19202,21,Female,R&D,R&D Manager,2,Other,Married,11763,1,2,23,3,4,3,No,Yes,11763
19203,36,Female,R&D,Lab Technician,4,Marketing,Married,2425,2,4,86,10,3,3,No,No,2425
19204,59,Female,Marketing,Content Specialist,3,Marketing,Married,8188,27,4,98,8,3,3,No,No,8188
19205,57,Female,R&D,Lab Technician,5,Life Sciences,Married,2256,12,1,150,8,3,3,No,Yes,2256
19206,40,Female,HR,Recruiter,3,Marketing,Married,8735,6,6,18,1,4,3,No,No,8735
19207,28,Female,Marketing,Marketing Executive,3,Technical Degree,Single,7676,2,3,199,5,2,4,No,No,7676
19208,32,Male,Finance,Finance Manager,3,Life Sciences,Single,2210,37,4,0,2,3,3,No,No,2210
19209,30,Male,Marketing,Content Specialist,4,Technical Degree,Married,6348,10,4,76,0,4,3,No,No,6348
19210,35,Female,Sales,Sales Manager,4,Marketing,Single,7965,17,1,167,5,4,4,No,No,7965
19211,35,Male,Operations,Operations Manager,3,Marketing,Married,6690,17,2,23,2,3,3,No,No,6690
19212,21,Female,R&D,Lab Technician,4,Life Sciences,Married,9581,6,1,65,5,5,2,No,No,9581
19213,27,Male,Operations,Operations Manager,3,Marketing,Married,8152,1,4,190,8,4,3,No,No,8152
19214,32,Male,Operations,Ops Executive,3,Technical Degree,Single,11543,20,1,60,2,4,3,Yes,Yes,11543
19215,36,Female,R&D,Lab Technician,3,Other,Single,10753,18,6,1,10,4,4,No,No,10753
19216,58,Male,R&D,R&D Manager,4,Other,Single,7497,9,2,108,7,2,1,No,No,7497
19217,43,Female,IT,System Admin,4,Technical Degree,Married,8474,32,2,170,5,3,4,No,Yes,8474
19218,22,Female,Sales,Sales Executive,3,Human Resources,Single,5365,17,3,125,10,3,3,No,No,5365
19219,49,Female,IT,IT Manager,1,Marketing,Single,7250,19,2,72,0,3,3,No,No,7250
19220,32,Female,Sales,Account Manager,4,Medical,Single,8016,49,6,23,4,5,3,No,No,8016
19221,38,Female,Operations,Operations Manager,1,Other,Married,4364,13,6,129,7,3,3,No,No,4364
19222,26,Female,R&D,Lab Technician,3,Life Sciences,Married,10592,1,2,119,0,3,2,No,Yes,10592
19223,28,Female,HR,HR Manager,1,Life Sciences,Single,4856,45,1,4,10,2,3,No,Yes,4856
19224,38,Female,Sales,Account Manager,3,Technical Degree,Single,6920,38,2,140,4,3,3,No,Yes,6920
19225,59,Female,R&D,R&D Manager,4,Life Sciences,Married,5455,44,6,20,3,4,3,No,No,5455
19226,41,Female,R&D,Research Scientist,3,Life Sciences,Single,10412,38,3,94,1,3,3,Yes,No,10412
19227,37,Female,R&D,R&D Manager,5,Medical,Single,1868,36,2,76,5,3,3,No,No,1868
19228,42,Male,Sales,Account Manager,4,Medical,Single,2163,10,5,173,2,3,1,No,No,2163
19229,21,Male,Operations,Operations Manager,4,Other,Single,4218,35,4,181,9,2,3,No,Yes,4218
19230,30,Male,Sales,Sales Executive,3,Marketing,Single,4868,26,5,61,3,3,1,No,No,4868
19231,50,Male,IT,IT Manager,1,Life Sciences,Married,6165,48,4,58,2,3,3,Yes,No,6165
19232,52,Female,R&D,Lab Technician,4,Life Sciences,Divorced,2166,33,2,78,2,3,4,No,No,2166
19233,33,Male,R&D,R&D Manager,4,Other,Single,6755,40,2,57,6,2,2,Yes,No,6755
19234,35,Female,Sales,Sales Manager,3,Marketing,Married,2113,8,0,52,1,3,4,Yes,Yes,2113
19235,30,Male,Finance,Financial Analyst,3,Life Sciences,Married,6407,20,3,171,0,4,3,Yes,No,6407
19236,52,Male,R&D,Research Scientist,3,Life Sciences,Single,9572,2,1,2,10,3,2,Yes,No,9572
19237,26,Male,Sales,Account Manager,4,Technical Degree,Single,8574,39,4,93,1,3,2,No,No,8574
19238,50,Female,Sales,Account Manager,4,Life Sciences,Married,4955,40,3,65,0,3,3,No,Yes,4955
19239,33,Male,Sales,Sales Executive,4,Life Sciences,Married,4175,28,5,71,5,3,3,Yes,No,4175
19240,47,Male,Sales,Sales Executive,5,Technical Degree,Single,13709,29,6,122,7,4,3,Yes,No,13709
19241,35,Female,Sales,Sales Executive,4,Life Sciences,Married,8071,25,3,121,6,2,3,No,Yes,8071
19242,38,Male,Sales,Sales Manager,1,Marketing,Married,7961,26,1,198,9,3,3,Yes,No,7961
19243,36,Male,Finance,Accountant,4,Life Sciences,Married,9033,8,3,45,6,4,1,No,No,9033
19244,45,Female,R&D,R&D Manager,4,Life Sciences,Married,7712,30,2,31,6,3,3,No,Yes,7712
19245,25,Male,R&D,Lab Technician,2,Marketing,Married,7689,1,2,132,8,3,3,No,No,7689
19246,28,Male,Sales,Sales Executive,3,Technical Degree,Married,7071,28,1,10,0,3,2,No,No,7071
19247,36,Male,HR,HR Manager,4,Marketing,Married,6977,30,4,32,4,3,3,No,No,6977
19248,50,Male,R&D,Lab Technician,4,Other,Single,5171,13,4,11,5,4,3,Yes,No,5171
19249,31,Female,Finance,Finance Manager,4,Marketing,Married,5793,41,2,19,1,4,3,No,No,5793
19250,42,Male,IT,System Admin,4,Life Sciences,Single,10596,49,0,188,7,3,3,No,No,10596
19251,24,Female,HR,HR Manager,2,Life Sciences,Divorced,8576,21,9,181,9,4,3,No,No,8576
19252,55,Female,R&D,Research Scientist,4,Life Sciences,Single,3563,21,2,119,9,3,3,No,No,3563
19253,55,Male,R&D,Research Scientist,3,Other,Single,8816,40,2,3,5,3,3,Yes,No,8816
19254,22,Female,R&D,Research Scientist,3,Technical Degree,Single,5812,11,3,158,1,4,3,No,No,5812
19255,43,Male,Operations,Logistics Manager,2,Life Sciences,Married,3805,27,4,135,1,4,3,No,No,3805
19256,36,Male,IT,IT Manager,2,Human Resources,Married,7282,5,4,148,2,4,2,Yes,No,7282
19257,58,Male,R&D,R&D Manager,2,Life Sciences,Married,3469,13,3,120,5,4,2,No,No,3469
19258,45,Male,Marketing,Marketing Manager,4,Human Resources,Married,3321,12,1,114,4,4,3,No,No,3321
19259,23,Female,R&D,Lab Technician,2,Life Sciences,Married,9879,40,4,55,6,3,2,No,No,9879
19260,31,Male,R&D,Research Scientist,3,Technical Degree,Single,2366,33,3,92,5,3,3,No,No,2366
19261,20,Female,Sales,Sales Executive,3,Life Sciences,Married,6636,30,2,0,0,4,3,No,No,6636
19262,40,Female,R&D,R&D Manager,4,Medical,Married,8675,3,4,33,7,4,3,No,No,8675
19263,38,Male,Operations,Operations Manager,2,Life Sciences,Single,3571,48,0,82,8,4,4,No,No,3571
19264,40,Female,Operations,Logistics Manager,1,Other,Single,9338,23,2,42,3,3,3,No,No,9338
19265,37,Female,Finance,Finance Manager,3,Life Sciences,Married,7904,31,5,80,10,5,3,No,No,7904
19266,22,Male,R&D,R&D Manager,3,Life Sciences,Married,16367,6,6,64,3,3,3,Yes,No,16367
19267,51,Male,Finance,Accountant,3,Human Resources,Single,6508,11,6,77,7,3,4,No,No,6508
19268,29,Male,IT,IT Manager,4,Technical Degree,Single,11692,37,4,2,4,5,2,No,No,11692
19269,59,Male,R&D,Research Scientist,1,Life Sciences,Married,2459,39,4,117,10,4,1,No,Yes,2459
19270,34,Male,R&D,Lab Technician,1,Life Sciences,Single,3708,47,5,135,3,3,3,No,No,3708
19271,24,Male,Finance,Financial Analyst,3,Technical Degree,Married,9403,45,1,55,1,3,3,Yes,No,9403
19272,23,Female,Operations,Operations Manager,4,Other,Single,4418,37,3,89,2,3,3,No,No,4418
19273,47,Female,IT,IT Manager,2,Other,Married,4681,39,2,113,3,3,4,No,No,4681
19274,23,Female,Sales,Sales Manager,5,Life Sciences,Married,11736,6,3,146,0,3,3,No,No,11736
19275,34,Male,Sales,Sales Manager,4,Life Sciences,Single,8128,18,1,61,6,4,2,No,No,8128
19276,36,Male,Operations,Logistics Manager,3,Marketing,Single,7725,1,3,183,0,3,4,Yes,No,7725
19277,22,Male,Operations,Logistics Manager,4,Technical Degree,Single,6959,18,2,63,10,4,3,No,Yes,6959
19278,29,Male,R&D,R&D Manager,3,Other,Married,7253,11,3,30,10,3,4,No,No,7253
19279,42,Female,HR,HR Manager,3,Human Resources,Single,1500,42,0,132,6,4,4,No,No,1500
19280,37,Male,Operations,Ops Executive,3,Marketing,Single,6589,6,3,32,5,3,3,No,No,6589
19281,20,Male,Operations,Ops Executive,4,Technical Degree,Single,4007,5,4,146,9,3,3,No,No,4007
19282,54,Male,IT,System Admin,2,Life Sciences,Single,9143,24,3,62,10,4,3,No,No,9143
19283,50,Female,Sales,Account Manager,4,Other,Married,3966,2,4,64,6,3,4,Yes,No,3966
19284,20,Female,IT,System Admin,4,Marketing,Single,4419,48,1,15,10,3,1,No,No,4419
19285,22,Male,Sales,Sales Manager,3,Other,Single,1995,35,3,189,1,3,3,No,No,1995
19286,22,Male,Operations,Logistics Manager,5,Marketing,Married,7978,34,2,161,7,3,4,No,No,7978
19287,56,Male,Sales,Sales Manager,2,Marketing,Married,10364,42,3,80,3,3,3,No,No,10364
19288,38,Female,Finance,Accountant,5,Life Sciences,Single,3387,2,5,124,0,4,3,No,No,3387
19289,48,Female,Finance,Finance Manager,4,Other,Single,4069,12,4,123,6,2,3,No,Yes,4069
19290,44,Female,IT,Developer,4,Technical Degree,Married,9063,2,3,164,9,4,1,No,No,9063
19291,52,Female,HR,Recruiter,4,Life Sciences,Married,5879,47,2,200,8,3,4,No,Yes,5879
19292,55,Male,Sales,Account Manager,4,Other,Single,6706,50,5,67,10,2,3,Yes,No,6706
19293,48,Male,IT,System Admin,3,Other,Single,7633,35,1,21,2,3,3,No,No,7633
19294,45,Female,R&D,R&D Manager,4,Technical Degree,Married,5325,29,1,49,9,3,3,No,No,5325
19295,23,Male,R&D,Research Scientist,2,Technical Degree,Divorced,4944,33,1,104,0,3,3,No,Yes,4944
19296,33,Female,Marketing,Marketing Executive,3,Other,Single,3271,5,2,150,1,3,3,No,No,3271
19297,46,Male,HR,HR Manager,5,Marketing,Married,2975,43,1,81,9,3,4,No,Yes,2975
19298,52,Male,IT,System Admin,3,Technical Degree,Married,1500,43,1,181,1,3,1,Yes,No,1500
19299,41,Female,R&D,Research Scientist,1,Other,Single,6491,33,0,176,4,4,4,No,No,6491
19300,22,Male,IT,System Admin,3,Other,Married,6490,39,4,4,5,3,3,No,No,6490
19301,42,Male,IT,System Admin,3,Technical Degree,Married,7401,13,3,53,8,4,2,No,No,7401
19302,40,Male,Finance,Finance Manager,3,Technical Degree,Single,8662,31,2,109,9,3,3,No,No,8662
19303,42,Female,Marketing,Content Specialist,3,Life Sciences,Single,6690,36,1,152,5,3,3,Yes,No,6690
19304,23,Male,R&D,R&D Manager,4,Human Resources,Married,1833,19,4,61,6,3,4,No,No,1833
19305,40,Male,IT,IT Manager,3,Marketing,Married,3943,25,2,54,7,3,3,No,Yes,3943
19306,56,Female,IT,IT Manager,3,Technical Degree,Single,3033,43,2,10,9,3,4,No,No,3033
19307,50,Male,R&D,Research Scientist,5,Life Sciences,Married,3115,35,3,52,5,4,2,Yes,Yes,3115
19308,40,Female,R&D,Lab Technician,5,Life Sciences,Single,7699,37,0,77,2,3,2,No,No,7699
19309,45,Male,Marketing,Marketing Manager,4,Technical Degree,Married,6205,39,2,64,1,3,4,No,No,6205
19310,54,Female,Sales,Account Manager,2,Marketing,Married,3341,33,3,155,5,2,1,No,No,3341
